##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;;;;;;;;;;X
##;§Y = 208,232,248;;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
NAME_SS_INFANTRY;Waffen-SS Infantry;Waffen-SS Infanterie;;;Waffen-SS Infanterie;;;;;;X
9300180desc;After the abdication of Grand Duke Nicholas II on 15 March 1917, the personal union between Russia and Finland lost its legal base – at least according to the view in Helsinki. There were negotiations between the Russian Interim Government and Finnish authorities. On 15 November 1917, the Bolsheviks declared a general right of self-determination, including the right of complete secession, 'for the Peoples of Russia'. On the same day the Finnish Parliament issued a declaration by which it assumed, pro tempore, all powers of the Sovereign in Finland. On 18 December the Soviet Russian government issued a Decree, recognizing Finland's independence. In 1937 a German submarine squadron visited Helsinki to celebrate the Finnish 20th anniversary, and it was greeted warmly by the people and by the government.;After the abdication of Grand Duke Nicholas II on 15 March 1917, the personal union between Russia and Finland lost its legal base – at least according to the view in Helsinki. There were negotiations between the Russian Interim Government and Finnish authorities. On 15 November 1917, the Bolsheviks declared a general right of self-determination, including the right of complete secession, 'for the Peoples of Russia'. On the same day the Finnish Parliament issued a declaration by which it assumed, pro tempore, all powers of the Sovereign in Finland. On 18 December the Soviet Russian government issued a Decree, recognizing Finland's independence. In 1937 a German submarine squadron visited Helsinki to celebrate the Finnish 20th anniversary, and it was greeted warmly by the people and by the government.;;;Finnland war von 1808 bis 1917 ein autonomes Großfürstentum und Teil des russischen Reiches. Die am 7. November gestartete Oktoberrevolution in Russland ermöglichte die Loslösung Finnlands von Russland. Der finnische Senatsführer Per Evind Svinhufvud verkündete am 6. Dezember Finnlands Unabhängigkeit. Die Unabhängigkeitserklärung war zuvor vom Parlament mit 100:88 Stimmen akzeptiert worden. Anders als dieses Abstimmungsergebnis verstehen lässt, stand das gesamte Parlament geschlossen hinter der Entscheidung, die Unabhängigkeit zu proklamieren. Die Sozialdemokraten waren lediglich mit der schnellen Verfahrensweise unzufrieden. Die neue sowjetrussische Regierung erkannte Finnlands Unabhängigkeit am 31. Dezember 1917 an. Diesem Beispiel folgte daraufhin auch ein Großteil der europäischen Länder. In Konsequenz auf die Erlangung der Unabhängigkeit kam es zur Verfassungskrise, die das Land in einen Bürgerkrieg stürzte, der vom 27. Januar bis zum 5. Mai 1918 anhielt. Die meisten demokratischen Staaten erkannten Finnlands Unabhängigkeit nach den ersten Reichstagswahlen 1919 an. Im Jahr 1937 besuchte ein deutsches U-Boot Geschwader Helisinki, um das 20. Jährige Jubiläum der finnischen Unabhängigkeit zu feiern. Diese Geste wurde von der Bevölkerung und von der Regierung herzlich begrüßt.;;;;;;X
9300182name;Build the Stalin Line;Build the Stalin Line;;;Bau der Stalin-Linie;;;;;;X
9300182desc;The Stalin Line was a line of fortifications along the western border of the Soviet Union. Work began on the system in the 1920s to protect the USSR against attacks from the West. The line was made up of concrete bunkers and gun emplacements, somewhat similar to, but less elaborate than the Maginot Line. It was not a continuous line of defense along the entire border, but rather a network of fortified regions, meant to channel potential invaders along certain corridors. In the aftermath of the Molotov-Ribbentrop Pact, with the westward expansion of the USSR in 1939 and 1940 into Poland, the Baltic, and Bessarabia, the decision was made to abandon the line in favour of constructing the Molotov Line further west, along the new border of the USSR. A number of Soviet generals felt that it would be better to keep both lines and to have a defence in depth, but this conflicted with the pre-World War II Soviet military doctrine. Thus, the guns were removed, but were mostly in storage as the new line began construction. The 1941 Axis invasion caught the Soviets with the new line unfinished and the Stalin Line largely abandoned and in disrepair. Neither was thus of much use in stopping the onslaught, though parts of the Stalin Line were manned in time and contributed to the defense of the USSR.;The Stalin Line was a line of fortifications along the western border of the Soviet Union. Work began on the system in the 1920s to protect the USSR against attacks from the West. The line was made up of concrete bunkers and gun emplacements, somewhat similar to, but less elaborate than the Maginot Line. It was not a continuous line of defense along the entire border, but rather a network of fortified regions, meant to channel potential invaders along certain corridors. In the aftermath of the Molotov-Ribbentrop Pact, with the westward expansion of the USSR in 1939 and 1940 into Poland, the Baltic, and Bessarabia, the decision was made to abandon the line in favour of constructing the Molotov Line further west, along the new border of the USSR. A number of Soviet generals felt that it would be better to keep both lines and to have a defence in depth, but this conflicted with the pre-World War II Soviet military doctrine. Thus, the guns were removed, but were mostly in storage as the new line began construction. The 1941 Axis invasion caught the Soviets with the new line unfinished and the Stalin Line largely abandoned and in disrepair. Neither was thus of much use in stopping the onslaught, though parts of the Stalin Line were manned in time and contributed to the defense of the USSR.;;;Die Stalin-Linie war eine Verteidigungslinie, die ab 1929 an den Westgrenzen der damaligen UdSSR errichtet wurde. Sie bestand aus einer Vielzahl von Betonbunkern, welche über leichte sowie schwere Bewaffnung verfügten. Sie erstreckte sich über die gesamte Westgrenze von der Ostsee bis zum Schwarzen Meer. Sie verlief von Narwa und Pskow über Witebsk, Mogilew, Gomel und Schitomir sowie entlang des Dnjestr bis Odessa. Nach der Besetzung Ostpolens 1939, das im Hitler-Stalin-Pakt der sowjetischen Interessensphäre zugeschlagen worden war, sowie der Besetzung Bessarabiens und der baltischen Staaten 1940, verschob sich die Westgrenze der Sowjetunion um ca. 300 Kilometer nach Westen. Stalin befahl an der neuen Grenze die sogenannte Molotow-Linie zu errichten und dafür die Stalin-Linie aufzugeben. Trotzdem bereitete die Stalin-Linie nach dem Angriff auf die Sowjetunion dem Vormarsch der deutschen Wehrmacht erhebliche Probleme. Zwar war die Molotow-Linie noch nicht fertiggestellt und die Stalin-Linie teilweise entwaffnet, aber im südwestlichen Teil der Stalin-Linie gelang es der Roten Armee, die deutschen Truppen mehrere Tage am Vormarsch zu hindern. In diesem Abschnitt waren die Verluste bei der Überwindung der gut getarnten Befestigungen sehr hoch.;;;;;;X
9300183name;The Stalin Line is Ready;The Stalin Line is Ready;;;Die Stalin-Linie ist fertig;;;;;;X
9300184name;Adolf Hitler's 50th birthday;Adolf Hitler's 50th birthday;;;Adolf Hitlers 50. Geburtstag;;;;;;X
9300184desc;Adolf Hitler's 50th birthday on April 20, 1939 was celebrated as a national holiday in National Socialist Germany. On that day, the largest military parade in the history of the Third Reich was held in Berlin. In total, 40,000 to 50,000 German troops took part in the parade, which lasted about five hours and included 12 companies of the Luftwaffe, 12 companies of the Army, and 12 companies of sailors, as well as the SS. 162 warplanes flew over the city of Berlin. The grandstand comprised 20,000 official guests, and the parade was watched by several hundreds of thousands of spectators. Features of the parade were large long range air defence artillery guns, emphasis on motorized artillery and development of air defense units. Official guests representing 23 countries took part in the celebrations. Cesare Orsenigo, the Papal envoy, Jozef Tiso, the President of the Slovak Republic offered birthday congratulations at the chancellery of National Socialist Germany. Hitler and Italian dictator Benito Mussolini exchanged telegrams assuring each other about their friendship. The Free City of Danzig made Hitler an honorary citizen of the city as a birthday gift. Hitler received the citizenship papers from the hands of Albert Forster, the National Socialist leader of the city. Martin Bormann had the Eagle's Nest constructed as the NSDAP's birthday gift.;Adolf Hitler's 50th birthday on April 20, 1939 was celebrated as a national holiday in Nazi Germany. On that day, the largest military parade in the history of the Third Reich was held in Berlin. In total, 40,000 to 50,000 German troops took part in the parade, which lasted about five hours and included 12 companies of the Luftwaffe, 12 companies of the Army, and 12 companies of sailors, as well as the SS. 162 warplanes flew over the city of Berlin. The grandstand comprised 20,000 official guests, and the parade was watched by several hundreds of thousands of spectators. Features of the parade were large long range air defence artillery guns, emphasis on motorized artillery and development of air defense units. Official guests representing 23 countries took part in the celebrations. Cesare Orsenigo, the Papal envoy, Jozef Tiso, the President of the Slovak Republic offered birthday congratulations at the chancellery of Nazi Germany. Hitler and Italian dictator Benito Mussolini exchanged telegrams assuring each other about their friendship. The Free City of Danzig made Hitler an honorary citizen of the city as a birthday gift. Hitler received the citizenship papers from the hands of Albert Forster, the Nazi leader of the city. Martin Bormann had the Eagle's Nest constructed as the Nazi Party's birthday gift.;;;In der Zeit des Nationalsozialismus war der Führergeburtstag (auch Geburtstag des Führers oder Führers Geburtstag) ein 'besonders begangener Tag', an dem jährlich am 20. April, dem Geburtstag des 'Führers und Reichskanzlers' Adolf Hitler, Beflaggung angeordnet war. Lediglich der 20. April 1939, Hitlers 50. Geburtstag, war ein staatlich verordneter Feiertag, zu dem auch Vertreter ausländischer Regierungen und Streitkräfte in die Reichshauptstadt eingeladen wurden. An diesem Tag wurde in Berlin die größte Militärparade in der Geschichte des Dritten Reiches abgehalten. Insgesamt nahmen an dieser fünf-stündigen Parade 40.000 bis 50.000 deutsche Truppen teil, darunter 12 Kompanien der Luftwaffe, 12 Kompanien des Heeres, 12 Kompanien der Marine und natürlich die SS. 162 Flieger flogen über die Stadt Berlin. Die Haupttribüne beinhaltete 20.000 offizielle Gäste und die Parade wurde von mehreren hunderttausenden Zuschauern beobachtet. Die besonderen Züge der Parade waren Langstrecken-Luftverteidigungs-Artilleriewaffen, motorisierte Artillerie und die Entwicklung von Luftverteidigungseinheiten. An dieser Feier nahmen auch offizielle Repräsentanten von 23 Ländern teil. Hitler und der italienische Diktator Benito Mussolini tauschten gegenseitig Telegramme aus, um ihre Freundschaft zueinander zu befestigen. Die Freie Stadt Danzig verlieh als Geburtstagsgeschenk dem Führer den Status eines Ehrenbürgers. Hitler empfing die Bürgerschaftspapiere von Albert Forster, dem nationalsozialistischen Führer der Stadt. Martin Bormann ließ  als Geburtstagsgeschenk der NSDAP das Kehlsteinhaus bauen.;;;;;;X
9300185name;Kreisau Circle;Kreisau Circle;;;Der Kreisauer Kreis;;;;;;X
9300185desc;The Kreisau Circle was the name given to a group of men who opposed Adolf Hitler and the NSDAP. While the NSDAP tried to give the appearance that it was highly popular party and regime from 1933, Hitler had never been universally popular among the army’s officer corps nor among the aristocratic families of Germany. The Kreisau Circle came within both of these groups. Its two primary leaders were Helmuth James von Moltke, a great-grandnephew of the Prussian field marshal general and Peter Yorck von Wartenburg, the descendant of an old Prussian noble family. They used the Moltke’s estate in Kreisau, Silesia for their early meetings and believed that they needed to plan for Germany’s future and this oriented around the removal of Hitler from power and the destruction of the NSDAP. As World War Two loomed and the grip of the state apparatus tightened, the men in the Kreisau Circle became involved in an extremely dangerous situation. Despite this they released their 'Basic Principles for the New Order' in August 1943. It was a statement of intent for what they perceived would be a new Germany that would exist without Hitler or the NSDAP. The mass round up of suspects after the July 1944 Bomb Plot and the subsequent torture of these suspects led to the Gestapo gaining the names of many plotters or supposed plotters – including men in the Kreisau Circle. Yorck von Wartenburg was arrested, tried, found guilty and executed in August 1944. Von Moltke had already been arrested in January 1944 and tried before the People’s Court. Found guilty of treason, he was executed in January 1945.;The Kreisau Circle was the name given to a group of men who opposed Adolf Hitler and the Nazi Party. While the Nazi Party tried to give the appearance that it was highly popular party and regime from 1933, Hitler had never been universally popular among the army’s officer corps nor among the aristocratic families of Germany. The Kreisau Circle came within both of these groups. Its two primary leaders were Helmuth James von Moltke, a great-grandnephew of the Prussian field marshal general and Peter Yorck von Wartenburg, the descendant of an old Prussian noble family. They used the Moltke’s estate in Kreisau, Silesia for their early meetings and believed that they needed to plan for Germany’s future and this oriented around the removal of Hitler from power and the destruction of the Nazi Party. As World War Two loomed and the grip of the state apparatus tightened, the men in the Kreisau Circle became involved in an extremely dangerous situation. Despite this they released their 'Basic Principles for the New Order' in August 1943. It was a statement of intent for what they perceived would be a new Germany that would exist without Hitler or the Nazi Party. The mass round up of suspects after the July 1944 Bomb Plot and the subsequent torture of these suspects led to the Gestapo gaining the names of many plotters or supposed plotters – including men in the Kreisau Circle. Yorck von Wartenburg was arrested, tried, found guilty and executed in August 1944. Von Moltke had already been arrested in January 1944 and tried before the People’s Court. Found guilty of treason, he was executed in January 1945.;;;Der Kreisauer Kreis war eine bürgerliche Widerstandsgruppe, die sich während der Zeit des Nationalsozialismus mit Plänen zur politisch-gesellschaftlichen Neuordnung nach dem angenommenen Zusammenbruch des Deutschen Reiches befasste. Der Kreis, dessen Führungspersönlichkeiten Helmuth James Graf von Moltke und Peter Graf Yorck von Wartenburg waren, bildete sich im Jahr 1940. Die theoretischen Grundlagen wurden von häufig zusammentreffenden Arbeitsgruppen in langen Gesprächen entworfen. Der angestrebte föderalistische Staatsaufbau sah allgemein und direkt gewählte Gemeinde- und Kreistage mit weitreichenden Kompetenzen vor, deren Mitglieder die Landtage und den Reichstag wählen sollten. Durch ein an Persönlichkeiten statt an zentral geleiteten Parteien orientiertes Wahlsystem hoffte der Kreis, die Stärkung der Demokratie von der Basis aus zu erreichen. Nach der Verhaftung Moltkes Anfang 1944 löste sich der Kreisauer Kreis de facto auf, einige Kreisauer schlossen sich der Gruppe um Claus Schenk Graf von Stauffenberg an. Nach dessen Attentat auf Adolf Hitler am 20. Juli 1944 gelang es der Gestapo, die Arbeit des Kreises aufzudecken. Sie nannte die Widerstandsgruppe nach Moltkes Gut Kreisau in Schlesien 'Kreisauer Kreis' – vermutlich wurde der Begriff von Theodor Haubach während seiner Vernehmungen benutzt – und prägte damit den Namen, der später Eingang in die Geschichtsschreibung fand.;;;;;;X
9300186name;White Rose;White Rose;;;Weiße Rose;;;;;;X
9300186desc;The White Rose was a non-violent, intellectual resistance group in National Socialist Germany, consisting of students from the University of Munich and their philosophy professor. The group became known for an anonymous leaflet and graffiti campaign, lasting from June 1942 until February 1943, that called for active opposition to dictator Adolf Hitler's regime. The six most recognized members of the group were arrested by the Gestapo and beheaded in 1943. The text of their sixth leaflet was smuggled by Helmuth James Graf von Moltke out of Germany through Scandinavia to the United Kingdom, and in July 1943 copies of it were dropped over Germany by Allied planes, retitled 'The Manifesto of the Students of Munich.' Another member, Hans Conrad Leipelt, who helped distribute Leaflet 6 in Hamburg, was executed on January 29, 1945, for his participation.;The White Rose was a non-violent, intellectual resistance group in Nazi Germany, consisting of students from the University of Munich and their philosophy professor. The group became known for an anonymous leaflet and graffiti campaign, lasting from June 1942 until February 1943, that called for active opposition to dictator Adolf Hitler's regime. The six most recognized members of the group were arrested by the Gestapo and beheaded in 1943. The text of their sixth leaflet was smuggled by Helmuth James Graf von Moltke out of Germany through Scandinavia to the United Kingdom, and in July 1943 copies of it were dropped over Germany by Allied planes, retitled 'The Manifesto of the Students of Munich.' Another member, Hans Conrad Leipelt, who helped distribute Leaflet 6 in Hamburg, was executed on January 29, 1945, for his participation.;;;Die Weiße Rose war der Name einer christlich motivierten Widerstandsgruppe in München während der Zeit des Nationalsozialismus. Im Juni 1942 wurde die Gruppe gegründet und bestand bis zum Februar 1943. Die Mitglieder der Weißen Rose verfassten, druckten und verteilten unter Lebensgefahr insgesamt sechs Flugblätter, in denen zum Widerstand gegen den Nationalsozialismus aufgerufen wurde. Die sechs bekanntesten Mitglieder der Gruppe wurden im Februar 1943 von der Gestapo verhaftet und enthauptet. Der Text dieser sechs Flugblätter wurde durch Helmuth James Graf von Moltke aus Deutschland durch Skandinavien nach England geschmuggelt. Im Juli 1943 wurden Kopien des Textes durch Alliierte Flieger über Deutschland abgeworfen. Der Text wurde in 'Das Manifest der Studenten von München' umbenannt. Ein weiteres Mitglied, Hans Conrad Leipelt, der mit der Verteilung des Flugblattes 6 in Hamburg ausgeholfen hatte, wurde am 29. Januar 1945 exekutiert.;;;;;;X
